"","x","y","ext.v","bii.v","hpar.v","bii.threat","cbd.int"
"214",-123.75,73.308967590332,0.19047619047619,1.00319185693297,0.0482875069444533,-0.00319185693297186,0.235329240702763
"215",-121.875,73.308967590332,0.193452380952381,1.00293540315761,0.0464799066014735,-0.00293540315760787,0.236986374215562
"216",-120,73.308967590332,0.202380952380952,1.00315201282501,0.0464799066014735,-0.00315201282501243,0.245574127605406
"217",-118.125,73.308967590332,0.24702380952381,1.00334000587463,0.0464799066014735,-0.00334000587463401,0.290259551932684
"218",-116.25,73.308967590332,0.303571428571429,1.00320945767817,0.0685938114139319,-0.00320945767816738,0.3701741175274
"220",-105,73.308967590332,0.452380952380952,0.977600395699493,0.0331943035327207,0.0223996043005068,0.534155886148228
"221",-99.375,73.308967590332,0.416666666666667,1.00268566506202,0.0419746455340828,-0.00268566506201795,0.458132159356232
"224",-93.75,73.308967590332,0.422619047619048,1.00283300876617,0.0246269701695161,-0.00283300876617432,0.446127629837839
"225",-91.875,73.308967590332,0.482142857142857,1.00283300876617,0.0404069998816843,-0.00283300876617432,0.522319658299813
"226",-88.125,73.308967590332,0.401923645110358,1.00239236820198,0.0847117606828069,-0.00239236820198108,0.487490414631579
"227",-86.25,73.308967590332,0.379727812671157,1.00276434357875,0.0914198983014549,-0.00276434357874655,0.471218773578849
"228",-84.375,73.308967590332,0.351965360540562,1.00303257700216,0.0867025768973798,-0.00303257700215909,0.437858617481083
"229",-82.5,73.308967590332,0.344332003719593,1.00226173814735,0.0654959039128042,-0.00226173814735398,0.409992838666775
"230",-80.625,73.308967590332,0.291440143787041,1.00249136016282,0.0943573348935619,-0.00249136016282137,0.385655271761328
"231",-78.75,73.308967590332,0.261904761904762,1.00275543721364,0.0295593373335866,-0.00275543721363669,0.289130141488147
"247",-26.25,73.308967590332,0.480415904332721,1.00189477001186,0.0738284834493969,-0.00189477001185878,0.556554229409987
"248",-24.375,73.308967590332,0.952198725528818,1.0011416525158,0.0498065500806958,-0.00114165251579834,1.00959051992285
"249",-22.5,73.308967590332,0.990912190190068,0.998933512750225,0.0783481208388695,0.00106648724977465,1.08212878088881
"253",82.5,73.308967590332,0.0952380952380952,1.00221598844291,0.0791381681630045,-0.00221598844291293,0.172641910313239
"254",84.375,73.308967590332,0.0773809523809524,1.00210242976755,0.0791381681630045,-0.00210242976754649,0.154842601119164
"258",91.875,73.308967590332,0.203313394198342,1.00201297502281,0.10637903208618,-0.00201297502280795,0.309936305377103
"261",97.5,73.308967590332,0.181480334549354,1.00225901603699,0.0920830719964092,-0.0022590160369873,0.272816818114711
"262",99.375,73.308967590332,0.197633513067135,1.00246298313141,0.091178818382559,-0.00246298313140869,0.2877962400411
"263",101.25,73.308967590332,0.202472906264048,1.00246298313141,0.0997656688909231,-0.00246298313140869,0.301453125301637
"264",103.125,73.308967590332,0.196248025490494,1.00246298313141,0.0997656688909231,-0.00246298313140869,0.29517115517837
"265",105,73.308967590332,0.179208382096871,1.00262296895744,0.106333229086772,-0.00262296895743908,0.284373052093342
"266",108.75,73.308967590332,0.216058644037398,1.00225901603699,0.128825658897525,-0.0022590160369873,0.345251826800848
"267",110.625,73.308967590332,0.245820548799303,1.00246298313141,0.116988344663364,-0.00246298313140869,0.362794571355087
"268",112.5,73.308967590332,0.202472906264048,1.00237652369105,0.117205967270519,-0.0023765236910549,0.319440445384542
"269",114.375,73.308967590332,0.238118226566012,1.00246298313141,0.117205967270519,-0.00246298313140869,0.355243953020097
"270",116.25,73.308967590332,0.202380952380952,1.00246298313141,0.117205967270519,-0.00246298313140869,0.319178926735372
"271",118.125,73.308967590332,0.175595238095238,1.00246298313141,0.13236558124903,-0.00246298313140869,0.307636000052386
"272",125.625,73.308967590332,0.181547619047619,1.00257994136336,0.139283579212604,-0.00257994136336492,0.320482790195073
"273",127.5,73.308967590332,0.19047619047619,1.00246298313141,0.143928075800457,-0.00246298313140869,0.334466726404912
"277",-114.375,71.4048385620117,0.229566284588405,0.996761577620418,0.0478779171592177,0.0032384223795825,0.286907742932594
"278",-112.5,71.4048385620117,0.202380952380952,1.00093042659137,0.0478779171592177,-0.000930426591366995,0.2513377813986
"279",-110.625,71.4048385620117,0.18452380952381,1.00271630064162,0.0478779171592177,-0.00271630064162331,0.229831820524985
"280",-108.75,71.4048385620117,0.217185096135215,1.00244429259328,0.0478779171592177,-0.00244429259328194,0.263323459509569
"281",-106.875,71.4048385620117,0.251639294245886,1.00288200378418,0.0490645276185519,-0.00288200378417969,0.298451819490332
"284",-93.75,71.4048385620117,0.422619047619048,1.00280887079862,0.0991508320261553,-0.00280887079861736,0.522315104609998
"285",-88.125,71.4048385620117,0.475906071208772,1.00140249729156,0.0767611099756767,-0.00140249729156494,0.555959921051079
"286",-86.25,71.4048385620117,0.449368775837005,1.00124447252165,0.0861815367731553,-0.00124447252164828,0.53911239251992
